,Month,CRSArrTime,Distance,Diverted,ArrDelay,Expected time,is_Monday,is_Tuesday,is_Wednesday,is_Thursday,is_Friday,is_Saturday,is_Sunday,arrival hour
1717436,4,-2.9922319241591664,1.9421215184210663,0,0.3185582479879023,1.4325049564763457,0,0,0,0,0,0,1,0
5474237,10,-2.9311203468970977,1.9421215184210663,0,0.4361431645050066,1.0591054649025613,0,0,0,1,0,0,0,0
6248753,11,-2.8987671589348256,0.334622166720541,0,-0.34775627894235545,0.3523135701378976,0,1,0,0,0,0,0,0
220800,1,-2.9383099442220466,2.131570100126729,0,-0.36735376502853945,1.6592117906461434,0,0,0,1,0,0,0,0
695357,2,-2.988637125496692,1.9421215184210663,0,-0.543731139804196,1.6592117906461434,0,1,0,0,0,0,0,0
2630941,5,-2.895172360272351,0.334622166720541,0,0.2989607619017183,-0.2611284517333199,0,0,0,0,1,0,0,0
5454254,10,-2.934715145559572,2.131570100126729,0,0.08338841495369369,1.7792330557948601,0,0,1,0,0,0,0,0
5226492,9,-2.934715145559572,0.334622166720541,0,-0.4261462232870916,0.27229939337208664,0,0,0,0,1,0,0,0
898304,2,-2.934715145559572,0.334622166720541,0,1.4748099270727613,-1.2746413574335922,0,0,0,0,0,1,0,0
1529592,3,-2.9275255482346227,0.334622166720541,0,-0.5829261119765641,0.3789849623931679,0,0,0,1,0,0,0,0
932875,2,-2.95628393753442,2.131570100126729,0,-0.46534119545945973,1.7392259674119548,1,0,0,0,0,0,0,0
5144836,9,-2.9311203468970977,1.9421215184210663,0,-0.034196501563410614,1.3791621719658052,1,0,0,0,0,0,0,0
4048939,7,-2.9311203468970977,2.131570100126729,0,-0.23017136242525113,1.6858831829014138,1,0,0,0,0,0,0,0
1179358,3,-2.988637125496692,1.9421215184210663,0,-0.13218393199433087,1.4725120448592512,0,0,0,0,0,0,1,0
6872348,12,-2.945499541546996,0.1733095129909667,0,0.9456778027457919,-0.8745704736045374,0,0,0,0,0,0,1,0
2857089,5,-2.895172360272351,0.334622166720541,0,0.2793632758155342,-0.14110718658460344,0,0,1,0,0,0,0,0
1756400,4,-2.9922319241591664,1.9421215184210663,0,-0.6417185702351161,1.4991834371145216,0,1,0,0,0,0,0,0
5107124,9,-2.9311203468970977,1.9421215184210663,0,1.2592375801247366,0.29897078562735696,0,0,0,0,0,1,0,0
5552361,10,-2.934715145559572,0.334622166720541,0,-0.5045361676318278,0.3789849623931679,1,0,0,0,0,0,0,0
2050844,4,-2.9383099442220466,0.334622166720541,0,-0.36735376502853945,0.1656138243510053,0,0,1,0,0,0,0,0
5707499,10,-2.934715145559572,0.334622166720541,0,-0.4457437093732757,0.2856350894997218,0,1,0,0,0,0,0,0
2047843,4,-2.9922319241591664,1.9421215184210663,0,-0.6417185702351161,1.6725474867737786,0,0,1,0,0,0,0,0
4990716,9,-2.9311203468970977,1.9421215184210663,0,-0.36735376502853945,1.5658619177526973,0,0,0,0,0,0,1,0
1201524,3,-2.895172360272351,1.3700243162405992,0,0.2793632758155342,0.7390487578393173,1,0,0,0,0,0,0,0
5569003,10,-2.9311203468970977,1.9421215184210663,0,0.1617783592984299,1.0057626803920205,0,1,0,0,0,0,0,0
201704,1,-2.988637125496692,1.9421215184210663,0,3.3757660774326146,-0.9812560426256187,0,0,1,0,0,0,0,0
5744275,10,-2.934715145559572,2.131570100126729,0,0.200973331470798,1.699218879029049,0,0,0,1,0,0,0,0
3266694,6,-2.9131463535847244,0.334622166720541,0,-0.21057387633906707,0.1789495204786405,0,0,1,0,0,0,0,0
2834478,5,-2.9526891388719454,2.131570100126729,0,0.2401683036431661,1.5391905254974272,0,1,0,0,0,0,0,0
4410527,8,-2.9311203468970977,2.131570100126729,0,-0.46534119545945973,1.6725474867737786,0,0,0,0,1,0,0,0
5092437,9,-2.934715145559572,0.334622166720541,0,4.316445409569449,-3.0082818540261633,0,0,0,0,1,0,0,0
1394169,3,-2.895172360272351,1.3700243162405992,0,-0.11258644590814681,0.8057272384774932,0,0,0,1,0,0,0,0
113316,1,-2.9239307495721483,0.334622166720541,0,-0.34775627894235545,0.2856350894997218,0,0,0,0,1,0,0,0
5394538,10,-2.934715145559572,2.131570100126729,0,-0.40654873720090756,1.7392259674119548,0,0,0,0,0,0,1,0
6683605,12,-2.945499541546996,0.1733095129909667,0,0.965275288831976,-0.8078919929663616,0,0,0,1,0,0,0,0
4934957,9,-2.934715145559572,2.131570100126729,0,-0.24976884851143516,1.5125191332421568,0,0,0,1,0,0,0,0
4800663,9,-2.9311203468970977,1.9421215184210663,0,-0.01459901547722656,1.285812299072359,0,0,0,1,0,0,0,0
6172495,11,-2.8987671589348256,0.334622166720541,0,-0.4457437093732757,0.23229230498918113,0,0,0,0,1,0,0,0
1720295,4,-2.945499541546996,0.334622166720541,0,1.1220551775214485,-0.7278778162005506,0,0,0,0,0,0,1,0
2436957,5,-2.895172360272351,0.334622166720541,0,-0.4261462232870916,0.15227812822337014,0,1,0,0,0,0,0,0
5859366,11,-2.934715145559572,2.131570100126729,0,0.6909104836253993,1.0457697687749261,0,0,1,0,0,0,0,0
3536293,7,-2.9131463535847244,0.334622166720541,0,-0.01459901547722656,-0.007750225308251803,0,0,1,0,0,0,0,0
2548864,5,-2.9526891388719454,2.131570100126729,0,-0.2693663345976192,1.75256166353959,1,0,0,0,0,0,0,0
3633008,7,-2.9311203468970977,2.131570100126729,0,-0.3281587928561714,1.7258902712843196,1,0,0,0,0,0,0,0
6093545,11,-2.8987671589348256,0.334622166720541,0,-0.30856130676998733,0.11227103984046466,1,0,0,0,0,0,0,0
4570568,8,-2.9131463535847244,0.334622166720541,0,-0.7201085145798524,0.36564926626553274,0,0,0,0,0,1,0,0
1469541,3,-2.895172360272351,1.3700243162405992,0,-0.4261462232870916,0.9657555920091151,1,0,0,0,0,0,0,0
2799406,5,-2.8879827629474017,0.334622166720541,0,0.592923053194479,-0.4078211091373067,0,0,0,0,0,0,1,0
5628665,10,-2.934715145559572,2.131570100126729,0,-0.5829261119765641,1.75256166353959,0,0,0,0,1,0,0,0
3910200,7,-2.9311203468970977,2.131570100126729,0,-0.21057387633906707,1.7125545751566844,1,0,0,0,0,0,0,0
1681479,3,-2.988637125496692,1.9421215184210663,0,0.06379092886750964,1.4325049564763457,0,0,0,0,1,0,0,0
5456991,10,-2.934715145559572,0.334622166720541,0,-0.56332862589038,0.39232065852080306,0,0,1,0,0,0,0,0
2186352,4,-2.9383099442220466,0.334622166720541,0,1.9255521070549944,-1.421334014837579,0,0,1,0,0,0,0,0
529406,1,-2.9383099442220466,2.131570100126729,0,-0.09298895982196276,1.6458760945185085,0,0,0,0,0,0,1,0
5106983,9,-2.934715145559572,2.131570100126729,0,-0.30856130676998733,1.6725474867737786,0,0,0,0,0,1,0,0
3028639,6,-2.9275255482346227,2.131570100126729,0,-0.23017136242525113,1.7392259674119548,0,0,0,0,1,0,0,0
5454450,10,-2.9311203468970977,1.9421215184210663,0,-0.5045361676318278,1.5525262216250622,0,0,1,0,0,0,0,0
6905899,12,-2.9634735348593693,2.131570100126729,0,-0.46534119545945973,1.5391905254974272,0,1,0,0,0,0,0,0
1797591,4,-2.877198366959978,1.3700243162405992,0,0.592923053194479,0.9524198958814799,0,0,0,1,0,0,0,0
5072687,9,-2.934715145559572,0.334622166720541,0,-0.3281587928561714,0.25896369724445145,0,0,0,1,0,0,0,0
1046320,2,-2.95628393753442,2.131570100126729,0,0.14218087321224585,1.205798122306548,0,0,0,0,0,0,1,0
1240685,3,-2.895172360272351,1.3700243162405992,0,-0.2889638206838033,1.1391196416683722,0,0,1,0,0,0,0,0
6228427,11,-2.8987671589348256,0.334622166720541,0,-0.56332862589038,0.3256421778826273,1,0,0,0,0,0,0,0
5259637,10,-2.9311203468970977,1.9421215184210663,0,-0.30856130676998733,1.5525262216250622,0,0,0,0,0,0,1,0
6110209,11,-2.934715145559572,2.131570100126729,0,-0.34775627894235545,1.6592117906461434,0,1,0,0,0,0,0,0
3855409,7,-2.9131463535847244,0.334622166720541,0,0.41654567841882256,-0.16777857883987377,0,0,0,0,1,0,0,0
1991112,4,-2.945499541546996,0.334622166720541,0,-0.3281587928561714,0.21895660886154597,0,0,0,0,0,0,1,0
5862201,11,-2.8987671589348256,0.334622166720541,0,-0.7397060006660364,0.40565635464843824,0,0,1,0,0,0,0,0
3340207,6,-2.9383099442220466,2.131570100126729,0,2.5722691478990685,-0.047757313691157294,0,0,0,0,0,0,1,0
752903,2,-2.988637125496692,1.9421215184210663,0,-0.6221210841489321,1.6458760945185085,0,0,0,0,1,0,0,0
3516425,7,-2.9131463535847244,0.334622166720541,0,-0.6613160563213002,0.3256421778826273,0,1,0,0,0,0,0,0
4012009,7,-2.9131463535847244,0.334622166720541,0,0.2401683036431661,-0.061093009818792454,0,0,0,0,0,1,0,0
276640,1,-2.985042326834217,-0.05928082494469856,0,-0.8180959450107727,0.4990062275418844,0,0,0,0,0,0,1,0
6208708,11,-2.8987671589348256,0.334622166720541,0,-0.24976884851143516,0.36564926626553274,0,0,0,0,0,0,1,0
879013,2,-2.95628393753442,2.131570100126729,0,0.7301054557977673,0.6590345810735063,0,0,0,0,1,0,0,0
1509606,3,-2.9275255482346227,0.334622166720541,0,-0.2693663345976192,0.11227103984046466,0,0,1,0,0,0,0,0
5687881,10,-2.934715145559572,0.334622166720541,0,-0.11258644590814681,0.12560673596809982,1,0,0,0,0,0,0,0
1467253,3,-2.988637125496692,1.9421215184210663,0,-0.17137890416669896,1.459176348731616,1,0,0,0,0,0,0,0
3775694,7,-2.9131463535847244,0.334622166720541,0,-0.24976884851143516,0.2856350894997218,1,0,0,0,0,0,0,0
5529786,10,-2.934715145559572,2.131570100126729,0,1.357225010555657,0.3389778740102624,0,0,0,0,0,0,1,0
971444,2,-2.95628393753442,2.131570100126729,0,-0.5045361676318278,1.6858831829014138,0,0,1,0,0,0,0,0
6756450,12,-2.9634735348593693,2.131570100126729,0,-0.3281587928561714,1.6858831829014138,1,0,0,0,0,0,0,0
3812829,7,-2.9311203468970977,2.131570100126729,0,-0.5045361676318278,1.699218879029049,0,0,1,0,0,0,0,0
5317961,10,-2.9311203468970977,1.9421215184210663,0,0.4361431645050066,1.3124836913276292,0,0,1,0,0,0,0,0
4072279,8,-2.9131463535847244,0.334622166720541,0,0.6125205392806631,-0.434492501392577,0,1,0,0,0,0,0,0
438238,1,-2.988637125496692,1.9421215184210663,0,-0.5829261119765641,1.7925687519224953,0,1,0,0,0,0,0,0
532692,1,-2.985042326834217,-0.05928082494469856,0,-0.994473319786429,0.5256776197971547,0,0,0,0,0,0,1,0
3913241,7,-2.9131463535847244,0.334622166720541,0,0.12258338712606179,0.27229939337208664,1,0,0,0,0,0,0,0
2108353,4,-2.9383099442220466,0.334622166720541,0,-0.5241336537180119,0.3123064817549921,0,0,0,0,0,1,0,0
1933436,4,-2.877198366959978,1.3700243162405992,0,-0.07339147373577871,0.8590700229880338,0,0,0,1,0,0,0,0
3889721,7,-2.9419047428845215,2.131570100126729,0,-0.034196501563410614,1.4058335642210755,0,0,0,0,0,0,1,0
52310,1,-2.988637125496692,2.131570100126729,0,0.8280928862286876,0.6190274926906009,0,1,0,0,0,0,0,0
1605527,3,-2.9275255482346227,0.334622166720541,0,1.0436652331767122,-0.6878707278176451,1,0,0,0,0,0,0,0
2932004,6,-2.8879827629474017,0.334622166720541,0,-0.11258644590814681,0.1789495204786405,0,0,0,0,0,0,1,0
4990520,9,-2.934715145559572,2.131570100126729,0,0.2401683036431661,1.3924978680934403,0,0,0,0,0,0,1,0
1549650,3,-2.9275255482346227,0.334622166720541,0,1.4748099270727613,-0.8879061697321725,0,0,0,0,1,0,0,0
3362908,6,-2.9131463535847244,0.334622166720541,0,0.4557406505911907,-0.021085921435886966,1,0,0,0,0,0,0,0
1911995,4,-2.9922319241591664,1.9421215184210663,0,-0.7201085145798524,1.6325403983908733,0,0,1,0,0,0,0,0
1988146,4,-2.9922319241591664,1.9421215184210663,0,-0.36735376502853945,1.5791976138803325,0,0,0,0,0,0,1,0
897869,2,-2.895172360272351,1.3700243162405992,0,0.7693004279701354,0.005585470819383359,0,0,0,0,0,1,0,0
6070843,11,-2.934715145559572,2.131570100126729,0,-0.40654873720090756,1.7125545751566844,0,0,0,0,0,0,1,0
569571,1,-2.8987671589348256,0.334622166720541,0,-0.7005110284936683,0.2856350894997218,0,1,0,0,0,0,0,0
4957814,9,-2.934715145559572,0.334622166720541,0,-0.07339147373577871,0.03225686307465368,0,0,0,0,1,0,0,0
514386,1,-2.8987671589348256,0.334622166720541,0,-0.36735376502853945,0.29897078562735696,0,0,0,0,0,1,0,0
3595872,7,-2.9131463535847244,0.334622166720541,0,-0.56332862589038,0.29897078562735696,0,0,0,0,0,1,0,0
5978131,11,-2.8987671589348256,0.334622166720541,0,-0.543731139804196,0.36564926626553274,0,1,0,0,0,0,0,0
5724935,10,-2.9311203468970977,1.9421215184210663,0,-0.36735376502853945,1.3258193874552644,0,0,1,0,0,0,0,0
5414952,10,-2.934715145559572,2.131570100126729,0,-0.4849386815456438,1.7258902712843196,1,0,0,0,0,0,0,0
3755147,7,-2.9131463535847244,0.334622166720541,0,-0.30856130676998733,0.3389778740102624,0,0,0,0,0,0,1,0
1913454,4,-2.877198366959978,1.3700243162405992,0,-0.2693663345976192,1.0057626803920205,0,0,1,0,0,0,0,0
14006,1,-3.006611118809065,1.9421215184210663,0,-0.17137890416669896,1.1924624261789127,0,0,0,0,0,0,1,0
2318497,5,-2.9922319241591664,1.9421215184210663,0,-0.4457437093732757,1.6858831829014138,0,0,1,0,0,0,0,0
1528880,3,-2.895172360272351,1.3700243162405992,0,-0.4849386815456438,1.205798122306548,0,0,0,1,0,0,0,0
2952075,6,-2.895172360272351,0.334622166720541,0,0.06379092886750964,-0.007750225308251803,1,0,0,0,0,0,0,0
881265,2,-2.895172360272351,1.3700243162405992,0,0.22057081755698205,0.23229230498918113,0,0,0,0,1,0,0,0
2988255,6,-2.9526891388719454,2.131570100126729,0,-0.034196501563410614,1.5525262216250622,0,0,1,0,0,0,0,0
1799180,4,-2.9383099442220466,0.334622166720541,0,0.3969481923326385,-0.007750225308251803,0,0,0,1,0,0,0,0
1218561,3,-2.988637125496692,1.9421215184210663,0,-0.6221210841489321,1.6325403983908733,0,1,0,0,0,0,0,0
1935005,4,-2.9383099442220466,0.334622166720541,0,-0.4849386815456438,0.2856350894997218,0,0,0,1,0,0,0,0
1278005,3,-2.988637125496692,1.9421215184210663,0,-0.6613160563213002,1.5658619177526973,0,0,0,0,1,0,0,0
5144635,9,-2.934715145559572,2.131570100126729,0,-0.30856130676998733,1.7392259674119548,1,0,0,0,0,0,0,0
3477654,7,-2.9383099442220466,2.131570100126729,0,-0.40654873720090756,1.6858831829014138,0,0,0,0,0,0,1,0
4392933,8,-2.9131463535847244,0.334622166720541,0,-0.543731139804196,0.3523135701378976,0,0,0,1,0,0,0,0
5437164,10,-2.934715145559572,0.334622166720541,0,-0.23017136242525113,0.1656138243510053,0,1,0,0,0,0,0,0
3008370,6,-2.9275255482346227,2.131570100126729,0,-0.13218393199433087,1.525854829369792,0,0,0,1,0,0,0,0
5298472,10,-2.9311203468970977,1.9421215184210663,0,-0.3281587928561714,1.36582647583817,0,1,0,0,0,0,0,0
2341718,5,-2.895172360272351,0.334622166720541,0,-0.2693663345976192,0.11227103984046466,0,0,0,1,0,0,0,0
6015333,11,-2.934715145559572,2.131570100126729,0,0.2401683036431661,1.1391196416683722,0,0,0,1,0,0,0,0
311164,1,-2.9383099442220466,2.131570100126729,0,0.2401683036431661,1.0857768571578315,0,1,0,0,0,0,0,0
6113045,11,-2.8987671589348256,0.334622166720541,0,-0.11258644590814681,0.0989353437128295,0,1,0,0,0,0,0,0
1447492,3,-2.988637125496692,1.9421215184210663,0,-0.30856130676998733,1.525854829369792,0,0,0,0,0,0,1,0
5089687,9,-2.934715145559572,2.131570100126729,0,-0.6417185702351161,1.6725474867737786,0,0,0,0,1,0,0,0
2279307,5,-2.9922319241591664,1.9421215184210663,0,0.7888979140563195,0.6723702772011415,1,0,0,0,0,0,0,0
276205,1,-2.8987671589348256,0.334622166720541,0,1.376822496641841,-1.1012773077743352,0,0,0,0,0,0,1,0
6417710,11,-2.8987671589348256,0.334622166720541,0,0.18137584538461396,-0.061093009818792454,0,0,0,1,0,0,0,0
1298177,3,-2.9419047428845215,0.334622166720541,0,-0.24976884851143516,-0.08776440207406278,0,0,0,0,0,1,0,0
144923,1,-2.988637125496692,2.131570100126729,0,-0.34775627894235545,1.7392259674119548,0,0,0,0,0,0,1,0
1759360,4,-2.9383099442220466,0.334622166720541,0,-0.13218393199433087,-0.021085921435886966,0,1,0,0,0,0,0,0
955264,2,-2.9275255482346227,0.334622166720541,0,-0.46534119545945973,0.15227812822337014,0,1,0,0,0,0,0,0
6946483,12,-2.9634735348593693,2.131570100126729,0,1.7883697044517062,0.2456280011168163,0,0,0,1,0,0,0,0
4917766,9,-2.934715145559572,0.334622166720541,0,1.0044702610043441,-0.6878707278176451,0,0,1,0,0,0,0,0
348173,1,-2.988637125496692,1.9421215184210663,0,-0.6613160563213002,1.5525262216250622,0,0,0,1,0,0,0,0
6569715,12,-2.8987671589348256,0.334622166720541,0,-0.23017136242525113,0.29897078562735696,0,0,0,0,1,0,0,0
4823727,9,-2.934715145559572,0.334622166720541,0,-0.34775627894235545,0.11227103984046466,0,0,0,0,1,0,0,0
4915177,9,-2.9311203468970977,1.9421215184210663,0,0.22057081755698205,1.1657910339236426,0,0,1,0,0,0,0,0
784050,2,-2.95628393753442,2.131570100126729,0,-0.46534119545945973,1.699218879029049,0,0,0,0,0,0,1,0
5124772,9,-2.9311203468970977,1.9421215184210663,0,-0.4261462232870916,1.5925333100079677,0,0,0,0,0,0,1,0
1028656,2,-2.988637125496692,1.9421215184210663,0,-0.543731139804196,1.5658619177526973,0,0,0,0,0,1,0,0
1564639,3,-2.988637125496692,1.9421215184210663,0,-0.5829261119765641,1.619204702263238,0,0,0,0,0,1,0,0
2243696,4,-2.9383099442220466,0.334622166720541,0,-0.4457437093732757,0.27229939337208664,0,0,0,0,0,1,0,0
1354693,3,-2.895172360272351,1.3700243162405992,0,-0.3869512511147235,0.8457343268603986,0,1,0,0,0,0,0,0
74248,1,-2.9239307495721483,0.334622166720541,0,-0.2693663345976192,0.1789495204786405,0,0,1,0,0,0,0,0
6799406,12,-2.945499541546996,0.1733095129909667,0,0.49493562276355874,-0.5411780704136583,0,0,1,0,0,0,0,0
475963,1,-2.988637125496692,1.9421215184210663,0,-0.3281587928561714,1.605869006135603,0,0,0,1,0,0,0,0
1199202,3,-2.988637125496692,1.9421215184210663,0,-0.6809135424074843,1.6592117906461434,1,0,0,0,0,0,0,0
1621858,3,-2.95628393753442,2.131570100126729,0,-0.36735376502853945,1.6325403983908733,0,1,0,0,0,0,0,0
5879501,11,-2.934715145559572,2.131570100126729,0,0.06379092886750964,1.3924978680934403,0,0,0,1,0,0,0,0
2453534,5,-2.9526891388719454,2.131570100126729,0,-0.40654873720090756,1.6725474867737786,0,0,1,0,0,0,0,0
2301664,5,-2.9383099442220466,0.334622166720541,0,-0.56332862589038,0.2856350894997218,0,1,0,0,0,0,0,0
2528963,5,-2.9526891388719454,2.131570100126729,0,-0.09298895982196276,1.7925687519224953,0,0,0,0,0,0,1,0
1394873,3,-2.9275255482346227,0.334622166720541,0,0.9064828305734238,-0.7278778162005506,0,0,0,1,0,0,0,0
16873,1,-2.9239307495721483,0.334622166720541,0,0.00499847060895749,0.04559255920228885,0,0,0,0,0,0,1,0
6889347,12,-2.945499541546996,0.1733095129909667,0,0.592923053194479,-0.3278069323714957,1,0,0,0,0,0,0,0
6507374,12,-2.934715145559572,2.131570100126729,0,-0.4261462232870916,1.7792330557948601,0,1,0,0,0,0,0,0
2203395,4,-2.9922319241591664,1.9421215184210663,0,-0.5241336537180119,1.605869006135603,0,0,0,1,0,0,0,0
5417829,10,-2.934715145559572,0.334622166720541,0,0.6713129975392153,-0.5411780704136583,1,0,0,0,0,0,0,0
1757828,4,-2.877198366959978,1.3700243162405992,0,-0.034196501563410614,0.6857059733287767,0,1,0,0,0,0,0,0
952331,2,-2.95628393753442,2.131570100126729,0,-0.6221210841489321,1.699218879029049,0,1,0,0,0,0,0,0
6359656,11,-2.8987671589348256,0.334622166720541,0,-0.543731139804196,0.36564926626553274,1,0,0,0,0,0,0,0
6245818,11,-2.934715145559572,2.131570100126729,0,-0.56332862589038,1.7125545751566844,0,1,0,0,0,0,0,0
3187803,6,-2.9203359509096734,0.334622166720541,0,-0.19097639025288302,0.21895660886154597,0,0,0,0,0,1,0,0
4686643,9,-2.9311203468970977,2.131570100126729,0,1.2788350662109207,0.8190629346051282,0,0,0,0,1,0,0,0
4895892,9,-2.9311203468970977,1.9421215184210663,0,0.12258338712606179,1.4191692603487107,0,1,0,0,0,0,0,0
6073707,11,-2.8987671589348256,0.334622166720541,0,-0.543731139804196,0.3789849623931679,0,0,0,0,0,0,1,0
1548946,3,-2.895172360272351,1.3700243162405992,0,1.7883697044517062,-0.4478281975202122,0,0,0,0,1,0,0,0
1699541,4,-2.967068333521844,2.131570100126729,0,-0.46534119545945973,1.6458760945185085,0,0,0,0,0,1,0,0
4413581,8,-2.9131463535847244,0.334622166720541,0,-0.3281587928561714,0.2856350894997218,0,0,0,0,1,0,0,0
1817526,4,-2.877198366959978,1.3700243162405992,0,0.2989607619017183,0.5790204043076954,0,0,0,0,1,0,0,0
1989571,4,-2.877198366959978,1.3700243162405992,0,1.8863571348826265,-0.6211922471794693,0,0,0,0,0,0,1,0
495341,1,-2.988637125496692,1.9421215184210663,0,-0.5829261119765641,1.6592117906461434,0,0,0,0,1,0,0,0
331951,1,-2.8987671589348256,0.334622166720541,0,0.6321180253668471,-0.6478636394347396,0,0,1,0,0,0,0,0
2321477,5,-2.9383099442220466,0.334622166720541,0,-0.15178141808051493,0.21895660886154597,0,0,1,0,0,0,0,0
5512098,10,-2.9311203468970977,1.9421215184210663,0,0.2793632758155342,1.0857768571578315,0,0,0,0,0,1,0,0
3263764,6,-2.9275255482346227,2.131570100126729,0,5.766659379947068,-2.32816135151677,0,0,1,0,0,0,0,0
755882,2,-2.9275255482346227,0.334622166720541,0,-0.4849386815456438,0.27229939337208664,0,0,0,0,1,0,0,0
273199,1,-2.988637125496692,1.9421215184210663,0,-0.5829261119765641,1.605869006135603,0,0,0,0,0,0,1,0
5164440,9,-2.9311203468970977,1.9421215184210663,0,-0.24976884851143516,1.5791976138803325,0,1,0,0,0,0,0,0
329192,1,-2.9383099442220466,2.131570100126729,0,-0.7789009728384045,1.6725474867737786,0,0,1,0,0,0,0,0
1449810,3,-2.895172360272351,1.3700243162405992,0,0.592923053194479,0.19228521660627565,0,0,0,0,0,0,1,0
2397635,5,-2.8879827629474017,0.334622166720541,0,-0.19097639025288302,0.15227812822337014,0,0,0,0,0,0,1,0
2070862,4,-2.9383099442220466,0.334622166720541,0,-0.40654873720090756,0.19228521660627565,0,0,0,1,0,0,0,0
1506556,3,-2.988637125496692,1.9421215184210663,0,-0.2889638206838033,1.3924978680934403,0,0,1,0,0,0,0,0
2031107,4,-2.9383099442220466,0.334622166720541,0,-0.40654873720090756,0.2456280011168163,0,1,0,0,0,0,0,0
6149350,11,-2.934715145559572,2.131570100126729,0,-0.4457437093732757,1.619204702263238,0,0,0,1,0,0,0,0
529243,1,-2.988637125496692,1.9421215184210663,0,0.14218087321224585,1.3124836913276292,0,0,0,0,0,0,1,0
441168,1,-2.8987671589348256,0.334622166720541,0,-0.34775627894235545,0.25896369724445145,0,1,0,0,0,0,0,0
5340847,10,-2.934715145559572,0.334622166720541,0,-0.6221210841489321,0.3389778740102624,0,0,0,1,0,0,0,0
370340,1,-2.8987671589348256,0.334622166720541,0,0.3969481923326385,0.005585470819383359,0,0,0,0,1,0,0,0
5802458,10,-2.934715145559572,0.334622166720541,0,-0.40654873720090756,0.3123064817549921,0,0,0,0,0,0,1,0
1796143,4,-2.9922319241591664,1.9421215184210663,0,-0.19097639025288302,1.5791976138803325,0,0,0,1,0,0,0,0
5975346,11,-2.934715145559572,2.131570100126729,0,-0.6221210841489321,1.8192401441777657,0,1,0,0,0,0,0,0
786580,2,-2.9275255482346227,0.334622166720541,0,0.7888979140563195,-0.5678494626689287,0,0,0,0,0,0,1,0
5206421,9,-2.934715145559572,0.334622166720541,0,-0.40654873720090756,0.23229230498918113,0,0,0,1,0,0,0,0
4629690,8,-2.9131463535847244,0.334622166720541,0,-0.4849386815456438,0.3523135701378976,0,1,0,0,0,0,0,0
242381,1,-2.8987671589348256,0.334622166720541,0,0.41654567841882256,-0.07442870594642761,0,0,0,0,1,0,0,0
3990767,7,-2.9311203468970977,2.131570100126729,0,-0.46534119545945973,1.6458760945185085,0,0,0,0,1,0,0,0
1352419,3,-2.95628393753442,2.131570100126729,0,-0.8768884032693248,1.6858831829014138,0,1,0,0,0,0,0,0
