,Month,CRSArrTime,Distance,Diverted,ArrDelay,Expected time,is_Monday,is_Tuesday,is_Wednesday,is_Thursday,is_Friday,is_Saturday,is_Sunday
451080,1,0.18916489213089577,-0.770181938473869,0,0.2989607619017183,-0.48783528590311764,0,0,1,0,0,0,0
83247,1,0.9728310005503688,1.9421215184210663,0,-0.09298895982196276,1.8992543209435766,0,0,0,1,0,0,0
3332,1,-1.0582302437478066,-1.1021858885917137,0,-0.7397060006660364,-0.6478636394347396,0,0,0,0,0,0,1
533323,1,-1.399736116682898,0.017624044856610115,0,-0.6221210841489321,0.552349012052425,1,0,0,0,0,0,0
536971,1,-0.5190104443766096,0.5034377345770722,0,-0.5241336537180119,0.6723702772011415,1,0,0,0,0,0,0
413424,1,0.5234811677410379,0.3777639229505434,0,-0.15178141808051493,0.4856705314142492,1,0,0,0,0,0,0
265501,1,-0.3788132965400984,-0.8902285645051801,0,0.12258338712606179,-0.6878707278176451,0,0,0,0,0,0,1
71342,1,1.335905665460308,0.057014344023134066,0,0.3577532201602704,0.4723348352866141,0,0,1,0,0,0,0
79638,1,-0.7706463507498349,-0.2074633789520982,0,-0.40654873720090756,0.1656138243510053,0,0,0,1,0,0,0
222662,1,1.6558427464205516,0.017624044856610115,0,0.965275288831976,-0.6878707278176451,0,0,0,1,0,0,0
235206,1,0.5019123757661901,0.017624044856610115,0,-0.36735376502853945,0.5256776197971547,0,0,0,0,1,0,0
337727,1,-0.8928695052739729,-1.0740499606156253,0,-0.5045361676318278,-0.5945208549241989,0,0,0,1,0,0,0
12303,1,1.530024793233939,1.011760166678405,0,-0.36735376502853945,0.8724057191156689,0,0,0,0,0,0,1
77438,1,-1.0043082638106868,-0.5638517999825531,0,0.200973331470798,-0.11443579432933311,0,0,0,1,0,0,0
388867,1,-0.9108434985863461,0.1376706708879212,0,-0.2693663345976192,0.7390487578393173,0,0,0,0,0,0,1
438464,1,1.2999576788355616,-0.7045314398629957,0,0.3577532201602704,-0.2877998439885902,0,1,0,0,0,0,0
287613,1,1.0483217724623364,1.3700243162405992,0,-0.36735376502853945,1.4058335642210755,1,0,0,0,0,0,0
75127,1,-1.5866656471315796,-0.5582246143873353,0,-0.7005110284936683,-0.1544428827122386,0,0,0,1,0,0,0
286791,1,0.35812042926720417,0.5540824049340316,0,-0.34775627894235545,0.9257485036262096,1,0,0,0,0,0,0
418443,1,0.7894962687641618,-0.8358324370847422,0,-0.7984984589245886,-0.3011355401162254,1,0,0,0,0,0,0
271901,1,1.2064929136112208,0.1733095129909667,0,-0.6613160563213002,0.40565635464843824,0,0,0,0,0,0,1
61141,1,-0.7167243708127152,-0.4438051739512419,0,-0.01459901547722656,-0.42115680526494187,0,0,1,0,0,0,0
104581,1,0.4911279797787661,0.5034377345770722,0,0.02459595669514154,0.6190274926906009,0,0,0,0,1,0,0
393487,1,0.11007932155645354,0.1583036847370528,0,1.7687722183655221,-1.2746413574335922,0,0,0,0,0,0,1
234059,1,1.2927680815106122,1.9421215184210663,0,0.10298590103987774,1.6325403983908733,0,0,0,0,1,0,0
180271,1,0.980020597875318,0.5034377345770722,0,-0.24976884851143516,0.6723702772011415,0,1,0,0,0,0,0
336878,1,-0.7778359480747842,-0.0817895673255694,0,-0.053793987649594664,-0.061093009818792454,0,0,0,1,0,0,0
463280,1,-0.8964643039364475,0.29523186755401704,0,-0.8180959450107727,0.8590700229880338,0,0,0,1,0,0,0
554329,1,-1.2415649755340137,-0.7758091240690866,0,0.06379092886750964,-0.4744995897754825,0,1,0,0,0,0,0
228369,1,-0.7095347734877658,0.04388424430095942,0,-0.15178141808051493,0.7790558462222228,0,0,0,0,1,0,0
48755,1,1.1885189202988475,1.011760166678405,0,-0.09298895982196276,0.7390487578393173,0,1,0,0,0,0,0
304328,1,-0.05887621557985485,-1.0046480049412734,0,0.5341305949359269,-1.1146130039019704,0,1,0,0,0,0,0
115941,1,-1.0330666531104842,0.2914804104905386,0,-0.09298895982196276,0.712377365584047,0,0,0,0,0,1,0
14900,1,1.3502848601102067,-0.22434493573775133,0,-1.0140708058726131,0.36564926626553274,0,0,0,0,0,0,1
557636,1,-0.5909064176261025,-0.5582246143873353,0,-0.36735376502853945,-0.10110009820169795,0,1,0,0,0,0,0
442557,1,-0.8784903106240742,0.3777639229505434,0,-0.7789009728384045,0.552349012052425,0,0,1,0,0,0,0
284537,1,0.8182546580639589,1.8971040336593246,0,-0.5241336537180119,1.7258902712843196,1,0,0,0,0,0,0
179641,1,0.4803435837913421,-0.4438051739512419,0,-0.7789009728384045,0.11227103984046466,0,1,0,0,0,0,0
359858,1,0.0022353616822141436,0.5672125046562062,0,-0.2693663345976192,0.7523844539669525,0,0,0,0,1,0,0
463476,1,-1.0258770557855348,-1.0046480049412734,0,-0.8768884032693248,-0.5678494626689287,0,0,0,1,0,0,0
358790,1,0.6996263022022956,1.9421215184210663,0,-0.7397060006660364,1.8059044480501305,0,0,0,0,1,0,0
80355,1,-0.698750377500342,-1.0552926752982328,0,-0.24976884851143516,-0.8078919929663616,0,0,0,1,0,0,0
234081,1,0.5414551610534112,0.6216086320766441,0,-0.053793987649594664,0.7523844539669525,0,0,0,0,1,0,0
497306,1,1.6881959343828234,0.5672125046562062,0,-0.34775627894235545,0.7390487578393173,0,0,0,0,1,0,0
353196,1,-1.2918921568086585,-0.18307890803948815,0,-0.40654873720090756,0.2456280011168163,0,0,0,0,1,0,0
349619,1,1.5048612025966164,-0.05928082494469856,0,-0.34775627894235545,0.4589991391589789,0,0,0,1,0,0,0
534532,1,-1.1696690022845206,-0.5507217002603784,0,-0.3281587928561714,-0.18111427496750893,1,0,0,0,0,0,0
510100,1,0.6169459329653787,-1.1265703595043237,0,-0.56332862589038,-0.7012064239452803,0,0,0,0,0,1,0
332698,1,-0.4219508804897942,1.9421215184210663,0,-1.0140708058726131,1.765897359667225,0,0,0,1,0,0,0
404958,1,-1.5075800765571374,-1.0046480049412734,0,-0.2693663345976192,-0.7412135123281858,1,0,0,0,0,0,0
371131,1,-1.5579072578317825,-1.0871800603378,0,-0.30856130676998733,-0.8612347774769022,0,0,0,0,0,1,0
568625,1,1.6558427464205516,0.017624044856610115,0,1.9059546209688103,-1.0212631310085243,0,1,0,0,0,0,0
398811,1,0.8434182487012815,-0.18307890803948815,0,-0.5829261119765641,0.27229939337208664,0,0,0,0,0,0,1
205578,1,-1.5075800765571374,-0.9633819772430103,0,-0.40654873720090756,-0.67453503169001,0,0,0,1,0,0,0
226422,1,-1.299081754133608,-0.738294553434302,0,-0.4849386815456438,-0.2744641478609551,0,0,0,0,1,0,0
201560,1,1.4042068400473264,0.8860863550518764,0,-0.23017136242525113,1.1791267300512778,0,0,1,0,0,0,0
372144,1,-1.2415649755340137,-0.7045314398629957,0,-0.19097639025288302,-0.42115680526494187,0,0,0,0,0,1,0
352367,1,-1.7016992043307684,-1.1021858885917137,0,-0.6221210841489321,-0.7145421200729154,0,0,0,0,1,0,0
262534,1,-0.06966061156727879,1.3700243162405992,0,-0.994473319786429,1.2324695145618183,0,0,0,0,0,0,1
468125,1,0.1388377108562507,0.6216086320766441,0,-0.7005110284936683,0.6990416694564118,0,0,0,1,0,0,0
153579,1,-0.7346983641250884,-0.16432162272209577,0,-0.36735376502853945,0.27229939337208664,1,0,0,0,0,0,0
99156,1,-0.7346983641250884,-0.8189508802990891,0,-0.2693663345976192,-0.5011709820307528,0,0,0,0,1,0,0
177769,1,-0.03730742360500697,-1.0365353899808405,0,-0.6809135424074843,-0.4744995897754825,0,1,0,0,0,0,0
66253,1,0.3221724426424577,-0.2074633789520982,0,2.9446213835365653,-1.9414261638153503,0,0,1,0,0,0,0
358919,1,-0.37521849787762374,-1.0778014176791038,0,-0.7005110284936683,-0.6611993355623748,0,0,0,0,1,0,0
29871,1,0.4300164025166971,-0.8902285645051801,0,0.5145331088497428,-0.9679203464979835,1,0,0,0,0,0,0
187207,1,-1.2739181634962855,-0.03114489696861002,0,0.02459595669514154,0.15227812822337014,0,0,1,0,0,0,0
454869,1,0.8110650607390096,-0.4438051739512419,0,-0.5045361676318278,-0.11443579432933311,0,0,1,0,0,0,0
542232,1,0.2718452613678126,0.29523186755401704,0,-0.4849386815456438,0.8323986307327634,1,0,0,0,0,0,0
535712,1,-0.49025205507681247,0.7660397290205653,0,-0.3869512511147235,0.6723702772011415,1,0,0,0,0,0,0
323417,1,0.2718452613678126,0.2614687539827108,0,-0.3281587928561714,0.3389778740102624,0,0,1,0,0,0,0
537148,1,-1.02228225712306,-0.9990208193460558,0,-0.30856130676998733,-0.4611638936478473,1,0,0,0,0,0,0
46736,1,0.0525625429568592,-0.8358324370847422,0,0.06379092886750964,-0.6478636394347396,0,1,0,0,0,0,0
530618,1,1.4329652293471236,-0.2074633789520982,0,-0.7201085145798524,0.2856350894997218,0,0,0,0,0,0,1
155551,1,-0.1631253767916196,0.1733095129909667,0,-0.46534119545945973,0.27229939337208664,1,0,0,0,0,0,0
445143,1,0.07413133493170708,2.0096477455636785,0,-0.34775627894235545,1.7125545751566844,0,0,1,0,0,0,0
399279,1,1.019563383162539,0.04388424430095942,0,-0.17137890416669896,0.712377365584047,0,0,0,0,0,0,1
415562,1,0.9368830139256222,0.334622166720541,0,0.18137584538461396,0.04559255920228885,1,0,0,0,0,0,0
457289,1,1.3179316721479348,-0.18307890803948815,0,-0.3869512511147235,0.43232774690370857,0,0,1,0,0,0,0
37314,1,-1.5111748752196121,-1.0309082043856228,0,-0.2889638206838033,-0.7945562968387264,0,1,0,0,0,0,0
439397,1,1.3934224440599023,-0.19433327922992355,0,0.1617783592984299,0.11227103984046466,0,1,0,0,0,0,0
228378,1,-0.6915607801753927,0.29523186755401704,0,-0.4849386815456438,0.712377365584047,0,0,0,0,1,0,0
364404,1,0.5378603623909365,-0.5582246143873353,0,0.02459595669514154,-0.1944499710951441,0,0,0,0,1,0,0
542291,1,0.20354408678079436,0.017624044856610115,0,-0.6025235980627481,0.4589991391589789,1,0,0,0,0,0,0
100552,1,-0.687965981512918,-0.8358324370847422,0,-0.11258644590814681,-0.42115680526494187,0,0,0,0,1,0,0
482057,1,-0.9863342704983137,-0.4100420603799357,0,-0.5829261119765641,0.005585470819383359,0,0,0,0,1,0,0
326214,1,1.0267529804874884,0.6216086320766441,0,-0.053793987649594664,0.7257130617116822,0,0,1,0,0,0,0
292336,1,1.3143368734854601,0.5540824049340316,0,-0.3869512511147235,0.8990771113709393,1,0,0,0,0,0,0
30051,1,0.6421095236027012,-0.19433327922992355,0,2.43508674529578,-0.9145775619874429,1,0,0,0,0,0,0
159599,1,0.3617152279296788,-0.05928082494469856,0,-0.053793987649594664,0.3789849623931679,1,0,0,0,0,0,0
372882,1,-0.504631249726711,1.011760166678405,0,0.200973331470798,1.0057626803920205,0,0,0,0,0,1,0
277278,1,-1.63339802974375,-0.794566409386479,0,-0.56332862589038,-0.48783528590311764,1,0,0,0,0,0,0
314892,1,-1.6873200096808698,-0.9146130354177902,0,-0.23017136242525113,-0.5678494626689287,0,0,1,0,0,0,0
204894,1,1.9973486193556431,-0.7045314398629957,0,0.1617783592984299,-0.8879061697321725,0,0,1,0,0,0,0
179028,1,0.41563720786679853,-0.19433327922992355,0,-0.8572909171831408,0.27229939337208664,0,1,0,0,0,0,0
172980,1,-0.6160700082634251,0.1376706708879212,0,-0.23017136242525113,0.6723702772011415,0,1,0,0,0,0,0
215999,1,0.5091019730911394,-0.2956226199438423,0,-0.30856130676998733,-0.11443579432933311,0,0,0,1,0,0,0
477400,1,1.2388461015734926,-0.9990208193460558,0,-0.34775627894235545,-0.4078211091373067,0,0,0,1,0,0,0
389419,1,-0.9647654785234658,-0.9633819772430103,0,0.8476903723148717,-1.5546909761139307,0,0,0,0,0,0,1
181158,1,1.3143368734854601,0.334622166720541,0,0.12258338712606179,0.4589991391589789,0,1,0,0,0,0,0
242205,1,1.5803519745085841,-0.8902285645051801,0,-0.24976884851143516,-0.6211922471794693,0,0,0,0,1,0,0
344816,1,0.43361120117917173,-0.8358324370847422,0,-0.7397060006660364,-0.31447123624386053,0,0,0,1,0,0,0
149205,1,-1.7268627949680908,-1.1021858885917137,0,-0.543731139804196,-0.6611993355623748,1,0,0,0,0,0,0
44686,1,-0.36802890055267445,-0.8902285645051801,0,0.8868853444872398,-1.1546200922848757,0,1,0,0,0,0,0
338581,1,-0.33927051125287727,-0.2337235783964475,0,-0.9552783476140609,0.13894243209573498,0,0,0,1,0,0,0
156624,1,-0.4255456791522688,-0.9108615783543117,0,-0.2889638206838033,-0.5678494626689287,1,0,0,0,0,0,0
118543,1,-0.5585532296638307,0.1376706708879212,0,-0.6025235980627481,0.632363188818236,0,0,0,0,0,1,0
207347,1,-1.2739181634962855,-0.738294553434302,0,-0.034196501563410614,-0.18111427496750893,0,0,0,1,0,0,0
216648,1,0.6457043222651759,0.5672125046562062,0,-0.56332862589038,0.8457343268603986,0,0,0,1,0,0,0
145195,1,1.3035524774980363,0.02512695898356706,0,-0.46534119545945973,0.552349012052425,0,0,0,0,0,0,1
317289,1,-0.993523867823263,-0.7045314398629957,0,-0.543731139804196,-0.38114971688203636,0,0,1,0,0,0,0
296645,1,-1.349408935408253,-0.46443818780037355,0,-0.2889638206838033,-0.2744641478609551,0,1,0,0,0,0,0
148950,1,-1.7232679963056163,-1.0365353899808405,0,-0.5045361676318278,-0.754549208455821,1,0,0,0,0,0,0
528853,1,1.3143368734854601,-0.03114489696861002,0,0.4361431645050066,0.2056209127339108,0,0,0,0,0,0,1
181666,1,1.019563383162539,0.04388424430095942,0,-0.3281587928561714,0.6056917965629657,0,1,0,0,0,0,0
514283,1,1.5803519745085841,-0.8902285645051801,0,-0.7201085145798524,-0.5011709820307528,0,0,0,0,0,1,0
66672,1,0.48753318111629146,0.2614687539827108,0,0.4361431645050066,-0.16777857883987377,0,0,1,0,0,0,0
149376,1,-0.33927051125287727,2.131570100126729,0,-0.21057387633906707,1.845911536433036,1,0,0,0,0,0,0
289269,1,0.9368830139256222,0.4040241223948927,0,0.06379092886750964,-0.034421617563522126,1,0,0,0,0,0,0
405024,1,-1.5075800765571374,-1.0702985035521468,0,-0.46534119545945973,-0.767884904583456,1,0,0,0,0,0,0
493311,1,0.8829610339885026,-0.10429830970644022,0,-0.9552783476140609,0.40565635464843824,0,0,0,0,1,0,0
213230,1,-0.0013594369802605029,0.2614687539827108,0,-0.8376934310969567,0.8057272384774932,0,0,0,1,0,0,0
515179,1,-1.5075800765571374,-1.0702985035521468,0,-0.3281587928561714,-0.7812206007110912,0,0,0,0,0,0,1
561560,1,0.11007932155645354,-0.7758091240690866,0,-0.5045361676318278,-0.31447123624386053,0,1,0,0,0,0,0
39273,1,-1.1409106129847235,-0.18307890803948815,0,-0.5241336537180119,0.15227812822337014,0,1,0,0,0,0,0
409071,1,-0.7346983641250884,-0.8189508802990891,0,-0.46534119545945973,-0.4611638936478473,1,0,0,0,0,0,0
349866,1,1.4976716052716672,-0.18307890803948815,0,-0.4849386815456438,0.2856350894997218,0,0,0,1,0,0,0
58808,1,-1.0258770557855348,-0.22622066426949056,0,-0.6025235980627481,0.3256421778826273,0,0,1,0,0,0,0
334637,1,-1.1696690022845206,-0.2074633789520982,0,-0.21057387633906707,0.21895660886154597,0,0,0,1,0,0,0
559940,1,-0.030117826280057675,-0.770181938473869,0,-0.46534119545945973,-0.48783528590311764,0,1,0,0,0,0,0
136450,1,-0.3428653099153519,-1.113440259782149,0,-0.19097639025288302,-0.7945562968387264,0,0,0,0,0,0,1
432967,1,0.16400130149357325,-1.2053509578373718,0,0.02459595669514154,-1.167955788412511,0,1,0,0,0,0,0
86554,1,0.32576724130493234,-0.738294553434302,0,0.7105079697115834,-0.7812206007110912,0,0,0,1,0,0,0
293990,1,1.458128819984446,-0.19433327922992355,0,0.02459595669514154,-0.14110718658460344,1,0,0,0,0,0,0
287252,1,0.2754400600302873,-0.8470868082751777,0,-0.6417185702351161,-0.48783528590311764,1,0,0,0,0,0,0
563707,1,0.5342655637284618,-0.5582246143873353,0,-0.6025235980627481,-0.16777857883987377,0,1,0,0,0,0,0
116251,1,-1.0582302437478066,-0.12680705208731105,0,-0.5045361676318278,0.3523135701378976,0,0,0,0,0,1,0
338637,1,-0.7059399748252912,-0.9146130354177902,0,-0.56332862589038,-0.514506678158388,0,0,0,1,0,0,0
379589,1,-0.05168661825490556,-0.9108615783543117,0,-0.5241336537180119,-0.48783528590311764,0,0,0,0,0,1,0
169642,1,-1.0258770557855348,0.8860863550518764,0,-0.8180959450107727,1.1524553377960074,0,1,0,0,0,0,0
272435,1,1.1885189202988475,-0.2862439772851461,0,-0.9160833754416929,0.07226395145755918,0,0,0,0,0,0,1
113962,1,-1.8311119561798557,1.8971040336593246,0,-0.8572909171831408,1.5925333100079677,0,0,0,0,1,0,0
219067,1,1.041132175137387,0.1376706708879212,0,-0.2693663345976192,0.7657201500945876,0,0,0,1,0,0,0
108255,1,0.8829610339885026,-0.770181938473869,0,-0.19097639025288302,-0.38114971688203636,0,0,0,0,1,0,0
62879,1,-0.2386161487035872,0.1376706708879212,0,-0.21057387633906707,0.3389778740102624,0,0,1,0,0,0,0
450454,1,0.18557009346842113,-0.22809639280122979,0,0.00499847060895749,-0.047757313691157294,0,0,1,0,0,0,0
133133,1,-0.9000591025989222,-0.7045314398629957,0,0.200973331470798,-0.7412135123281858,0,0,0,0,0,0,1
265729,1,-0.04809181959243091,-0.5638517999825531,0,-0.56332862589038,-0.10110009820169795,0,0,0,0,0,0,1
332724,1,-1.5399332645194093,-1.113440259782149,0,-0.4261462232870916,-0.767884904583456,0,0,0,1,0,0,0
432821,1,0.5414551610534112,0.6216086320766441,0,-0.4849386815456438,0.712377365584047,0,1,0,0,0,0,0
28195,1,1.3143368734854601,1.8971040336593246,0,1.9647470792273625,-0.2877998439885902,1,0,0,0,0,0,0
376696,1,-0.30691732329060545,0.04388424430095942,0,-0.30856130676998733,0.6190274926906009,0,0,0,0,0,1,0
539546,1,-0.6376388002382729,-1.0740499606156253,0,-0.30856130676998733,-0.7012064239452803,1,0,0,0,0,0,0
375795,1,-0.7526723574374616,-0.8902285645051801,0,-0.36735376502853945,-0.36781402075440117,0,0,0,0,0,1,0
158592,1,0.2718452613678126,0.2914804104905386,0,-0.8572909171831408,0.7390487578393173,1,0,0,0,0,0,0
506655,1,-0.022928228955108383,-0.18307890803948815,0,-0.6417185702351161,0.3123064817549921,0,0,0,0,0,1,0
482809,1,-0.5190104443766096,0.3777639229505434,0,-0.7201085145798524,0.43232774690370857,0,0,0,0,1,0,0
308645,1,0.5953771409905309,-0.7758091240690866,0,0.5537280810221109,-0.8879061697321725,0,1,0,0,0,0,0
190567,1,-0.7814307467372589,0.017624044856610115,0,0.044193442781325594,0.5790204043076954,0,0,1,0,0,0,0
284499,1,0.05615734161933384,0.5034377345770722,0,-0.5045361676318278,0.3389778740102624,1,0,0,0,0,0,0
22867,1,-0.7167243708127152,-0.4438051739512419,0,1.0828602053490803,-0.5011709820307528,1,0,0,0,0,0,0
481904,1,-1.155289807634622,-0.22622066426949056,0,-0.543731139804196,0.27229939337208664,0,0,0,0,1,0,0
253753,1,0.6277303289528027,-0.770181938473869,0,-0.4849386815456438,-0.39448541300967155,0,0,0,0,0,1,0
431929,1,0.18557009346842113,-0.22809639280122979,0,-0.3869512511147235,0.005585470819383359,0,1,0,0,0,0,0
478413,1,1.56956757852116,-0.5582246143873353,0,-0.4261462232870916,-0.24779275560568473,0,0,0,1,0,0,0
333007,1,-1.2954869554711332,0.5540824049340316,0,-0.6613160563213002,0.8457343268603986,0,0,0,1,0,0,0
52960,1,1.5839467731710586,0.4040241223948927,0,1.0632627192628963,-0.4478281975202122,0,1,0,0,0,0,0
99845,1,-0.6520179948881716,-0.9633819772430103,0,-0.5829261119765641,-0.67453503169001,0,0,0,0,1,0,0
76570,1,-1.237970176871539,-0.7045314398629957,0,-0.5829261119765641,-0.434492501392577,0,0,0,1,0,0,0
474997,1,1.0303477791499631,-0.22622066426949056,0,-0.21057387633906707,0.03225686307465368,0,0,0,1,0,0,0
525079,1,0.5378603623909365,0.04388424430095942,0,-0.5829261119765641,0.552349012052425,0,0,0,0,0,0,1
404692,1,-1.7232679963056163,-1.0365353899808405,0,-0.36735376502853945,-0.7812206007110912,1,0,0,0,0,0,0
174037,1,0.5234811677410379,1.900855490722803,0,-0.40654873720090756,1.7125545751566844,0,1,0,0,0,0,0
498069,1,1.6019207664834318,-0.738294553434302,0,-0.5045361676318278,-0.34114262849913085,0,0,0,0,1,0,0
107762,1,0.75714308080189,-0.2074633789520982,0,-0.13218393199433087,0.3523135701378976,0,0,0,0,1,0,0
267470,1,0.18916489213089577,-0.770181938473869,0,-0.543731139804196,-0.35447832462676604,0,0,0,0,0,0,1
66574,1,0.4839383824538168,-0.4569352736734166,0,0.3577532201602704,-0.767884904583456,0,0,1,0,0,0,0
280751,1,-0.7814307467372589,0.017624044856610115,0,-0.6025235980627481,0.6190274926906009,1,0,0,0,0,0,0
163437,1,1.1381917390242025,-0.22809639280122979,0,-0.5045361676318278,0.018921166947018522,1,0,0,0,0,0,0
267636,1,0.03818334830696061,-0.738294553434302,0,-0.24976884851143516,-0.3278069323714957,0,0,0,0,0,0,1
125046,1,1.3215264708104095,1.3643971306453815,0,-0.7984984589245886,1.2591409068170887,0,0,0,0,0,1,0
557829,1,-0.3177017192780294,-0.2337235783964475,0,-0.3281587928561714,-0.07442870594642761,0,1,0,0,0,0,0
209232,1,-0.5190104443766096,0.5034377345770722,0,-0.6613160563213002,0.6190274926906009,0,0,0,1,0,0,0
305480,1,0.0525625429568592,-0.7251644537121273,0,0.22057081755698205,-0.8345633852216319,0,1,0,0,0,0,0
444145,1,-1.104962626359977,-0.16432162272209577,0,-0.6221210841489321,0.29897078562735696,0,0,1,0,0,0,0
243386,1,-0.45789886711454064,1.8971040336593246,0,-0.5241336537180119,1.5391905254974272,0,0,0,0,0,1,0
387633,1,-1.0258770557855348,0.8860863550518764,0,-0.8180959450107727,1.1924624261789127,0,0,0,0,0,0,1
289440,1,0.980020597875318,0.5034377345770722,0,-0.36735376502853945,0.6456988849458711,1,0,0,0,0,0,0
144515,1,1.2424409002359673,-0.2862439772851461,0,-0.6417185702351161,0.07226395145755918,0,0,0,0,0,0,1
463004,1,-0.05168661825490556,1.8971040336593246,0,-0.09298895982196276,1.5925333100079677,0,0,0,1,0,0,0
357221,1,-0.7598619547624109,-0.794566409386479,0,-1.0336682919587972,-0.10110009820169795,0,0,0,0,1,0,0
432101,1,1.1345969403617278,1.9421215184210663,0,0.10298590103987774,1.605869006135603,0,1,0,0,0,0,0
418139,1,0.7751170741142631,-0.738294553434302,0,1.376822496641841,-1.5946980644968363,1,0,0,0,0,0,0
487451,1,-0.07325541022975343,0.29523186755401704,0,-0.3281587928561714,0.3789849623931679,0,0,0,0,1,0,0
284233,1,-0.3033225246281308,-0.9314945922034433,0,-0.5045361676318278,-0.5278423742860231,1,0,0,0,0,0,0
562146,1,0.5091019730911394,-0.2956226199438423,0,-0.46534119545945973,-0.034421617563522126,0,1,0,0,0,0,0
130181,1,-1.877844338792026,2.131570100126729,0,-0.5829261119765641,1.6458760945185085,0,0,0,0,0,1,0
375609,1,-0.5369844376889829,-0.05928082494469856,0,-0.09298895982196276,0.43232774690370857,0,0,0,0,0,1,0
17609,1,-1.7735951775802612,1.9421215184210663,0,-0.5241336537180119,1.525854829369792,0,0,0,0,0,0,1
320490,1,-0.3536497059027759,0.02512695898356706,0,-0.11258644590814681,0.05892825532992401,0,0,1,0,0,0,0
236732,1,0.7535482821394153,0.008245402197913934,0,2.5722691478990685,-1.0612702193914296,0,0,0,0,1,0,0
12855,1,1.0555113697872855,0.02512695898356706,0,-0.01459901547722656,0.23229230498918113,0,0,0,0,0,0,1
338101,1,-0.5945012162885772,-0.16432162272209577,0,-0.3281587928561714,0.21895660886154597,0,0,0,1,0,0,0
136451,1,-0.33927051125287727,-1.0702985035521468,0,-0.34775627894235545,-0.6478636394347396,0,0,0,0,0,0,1
512562,1,1.4617236186469207,0.9142222830279649,0,-0.3281587928561714,1.1657910339236426,0,0,0,0,0,1,0
491910,1,0.37249962391710273,-1.0365353899808405,0,-0.56332862589038,-0.4744995897754825,0,0,0,0,1,0,0
308399,1,0.5486447583783605,-0.8808499218464839,0,0.2793632758155342,-1.007927434880889,0,1,0,0,0,0,0
545208,1,0.451585194491545,-0.9108615783543117,0,0.25976578972935016,-0.7812206007110912,1,0,0,0,0,0,0
53007,1,1.0986489537369815,-0.8902285645051801,0,1.1416526636076325,-1.3813269264546735,0,1,0,0,0,0,0
36705,1,-1.8850339361169752,1.510703956121042,0,-0.5241336537180119,1.3391550835828996,1,0,0,0,0,0,0
38761,1,-1.471632089932391,-1.0740499606156253,0,0.1617783592984299,-0.9679203464979835,0,1,0,0,0,0,0
293193,1,1.307147276160511,-0.2074633789520982,0,-0.2889638206838033,0.29897078562735696,1,0,0,0,0,0,0
36973,1,-1.6369928284062247,-0.7251644537121273,0,-0.543731139804196,-0.38114971688203636,0,1,0,0,0,0,0
329509,1,1.4006120413848517,-0.4100420603799357,0,-0.6025235980627481,-0.08776440207406278,0,0,1,0,0,0,0
444778,1,-1.0690146397352305,-0.340640104705584,0,1.9843445653135465,-1.7413907219008227,0,0,1,0,0,0,0
315299,1,-1.543528063181884,-0.7758091240690866,0,0.10298590103987774,-0.434492501392577,0,0,1,0,0,0,0
386655,1,-1.938955916054095,1.510703956121042,0,-0.56332862589038,1.205798122306548,0,0,0,0,0,1,0
